
"annual population survey"
"ONS Crown Copyright Reserved [from Nomis on 26 July 2023]"
"Analysis   :","variable"
"Confidence :","95% confidence interval of percent figure (+/-)"
"Date       :","Jan 2017-Dec 2017"

"local authority: district / unitary (as of April 2021)","mnemonic","Numerator","Denominator","% of all 16+ who are aged 16-19","Conf","Numerator","Denominator","% of all 16+ who are aged 20-24","Conf","Numerator","Denominator","% of all 16+ who are aged 25-34","Conf","Numerator","Denominator","% of all 16+ who are aged 35-49","Conf","Numerator","Denominator","% of all 16+ who are aged 50-64","Conf","Numerator","Denominator","% of all 16+ who are aged 65+","Conf"
"Newham","E09000025",15700,269700,5.8,2.0,22700,269700,8.4,2.3,79600,269700,29.5,3.8,86200,269700,32.0,3.9,37700,269700,14.0,2.9,27800,269700,10.3,2.6
"Redbridge","E09000026",13000,233300,5.6,1.6,17100,233300,7.3,1.9,53300,233300,22.8,3.0,64400,233300,27.6,3.2,48300,233300,20.7,2.9,37300,233300,16.0,2.6
"Richmond upon Thames","E09000027",9800,154100,6.4,2.0,10000,154100,6.5,2.0,21800,154100,14.2,2.9,47200,154100,30.6,3.8,36900,154100,24.0,3.5,28300,154100,18.4,3.2
"Southwark","E09000028",14400,252400,5.7,1.9,23400,252400,9.3,2.4,76800,252400,30.4,3.8,70100,252400,27.8,3.7,44100,252400,17.5,3.1,23600,252400,9.3,2.4
"Sutton","E09000029",8100,157500,5.1,1.8,7300,157500,4.7,1.7,27900,157500,17.7,3.2,51700,157500,32.8,3.9,34800,157500,22.1,3.4,27700,157500,17.6,3.2
"Tower Hamlets","E09000030",13100,240700,5.4,1.9,35100,240700,14.6,3.0,78800,240700,32.7,4.0,65000,240700,27.0,3.8,33200,240700,13.8,3.0,15600,240700,6.5,2.1
"Waltham Forest","E09000031",12800,206300,6.2,2.1,20600,206300,10.0,2.6,53000,206300,25.7,3.7,60000,206300,29.1,3.9,35800,206300,17.4,3.2,24000,206300,11.6,2.7
"Wandsworth","E09000032",8000,255800,3.1,1.6,17200,255800,6.7,2.3,81700,255800,31.9,4.2,81200,255800,31.8,4.2,42400,255800,16.6,3.4,25400,255800,9.9,2.7
"Westminster","E09000033",8500,190900,4.4,1.7,20000,190900,10.5,2.5,47500,190900,24.9,3.5,50800,190900,26.6,3.6,37900,190900,19.9,3.2,26200,190900,13.7,2.8
"Column Total","Column Total",368000,6944600,5.3,0.3,552800,6944600,8.0,0.4,1646800,6944600,23.7,0.6,1992700,6944600,28.7,0.6,1377000,6944600,19.8,0.6,1007500,6944600,14.5,0.5


"#","These figures are suppressed as statistically unreliable"

"!","Estimate and confidence interval not available since the group sample size"
"","is zero or disclosive (0-2)"

"*","Estimate and confidence interval unreliable since the group sample size is"
"","small (3-9)"

